node_id	is_leaf
Stramenopiles.U.genus_ON	yes
Stramenopiles_Cl	no
Streptophyta_P	no
Streptophytina_sP	no
Strigeidida_O	no
Strigomonadinae_sF	no
Strigomonas_G	yes
Stylocephalidae_F	no
Stylonychia_G	yes
Stylonychinae_sF	no
Suctoria.U.genus_ON	yes
Suctoria_sC	no
Surapoda_G	yes
Taphrina_G	yes
Taphrinaceae_F	no
Taphrinales_O	no
Taphrinomycetes_C	no
Taphrinomycotina.U.genus_ON	yes
Taphrinomycotina_sP	no
Teleostei_iC	no
Teleostomi_Cl	no
Temoridae_F	no
Teratosphaeria_G	yes
Teratosphaeriaceae_F	no
Terebellida_O	no
Terebellidae_F	no
Terebelliformia_sO	no
Tetrachaetum_G	yes
Tetramitia_Cl	no
Tetramitia_I.U.genus_ON	yes
Tetrapoda_Cl	no
Thalassiosira_G	yes
Thalassiosiraceae_F	no
Thalassiosirales.U.genus_ON	yes
Thalassiosirales_O	no
Thalassiosirophycidae_sC	no
Thamnocephalis_G	yes
Thaumatomastigidae_F	no
Thaumatomonadida.U.genus_ON	yes
Thaumatomonadida_O	no
Thaumatomonas_G	yes
Thecofilosea_C	no
Theileria1_ON	yes
Theileria_G	no
Theileriidae_F	no
Theria_Cl	no
Tholomura_G	yes
Tilletiopsis_G	yes
Tobrilidae_F	no
Tobrilina_sO	no
Tobriloidea_SF	no
Tobrilus_G	yes
Tokophrya_G	yes
Tokophryidae_F	no
Toxicofera_Cl	no
Trachelomonas_G	yes
Tracheophyta_Cl	no
Trebouxiophyceae_C	no
Trebouxiophyceae_incertae_sedis_NR	no
Trematoda_C	no
Tremellomycetes.U.genus_ON	yes
Tremellomycetes_C	no
Tremellomycetes_X_ON	yes
Trepomonas_G	yes
Trichocladium_G	yes
Trichosporon_G	yes
Trichosporonaceae_F	no
Trichosporonales_O	no
Trimitus_G	yes
Triplonchida_O	no
Tripsacinae_sT	no
Trochilia_G	yes
Trombidiformes_O	no
Trypanosoma_G	yes
Trypanosomatida_O	no
Trypanosomatidae_F	no
Tubulinea.U.genus_ON	yes
Tubulinea_P	no
Tubulinea_X.U.genus_ON	yes
Tubulinida_Cl	no
Tubulinida_incertae_sedis_NR	no
Tuckermannopsis_G	yes
Turbellaria.U.genus_ON	yes
Turbellaria_C	no
Tylenchina_sO	no
Tylenchoidea_SF	no
Tylenchomorpha_iO	no
Ubysseya_G	yes
Ulva_G	yes
Ulvaceae_F	no
Ulvales_O	no
Ulvophyceae_C	no
Unidentata_Cl	no
Urotricha_G	yes
Urotrichidae_F	no
Ustanciosporium_G	yes
Ustilaginales_O	no
Ustilaginomycetes_C	no
Ustilaginomycotina.U.genus_ON	yes
Ustilaginomycotina_sP	no
Vampyrella_G	yes
Vampyrellida.U.genus_ON	yes
Vampyrellida_O	no
Vampyrellidae_F	no
Vannella_G	yes
Vannellidae_F	no
Variisporina_sO	no
Variosea_C	no
Ventricleftida_O	no
Ventrifissura_G	yes
Ventrifissuridae_F	no
Venturia_G	yes
Vertebrata_Cl	no
Viridiplantae_K	no
Vorticella_G	yes
Vorticellidae_F	no
Xcellidae_F	no
Xenopodinae_sF	no
Xenopus_G	no
Xenopus_sG	yes
Xenospadicoidaceae_F	no
Xenospadicoidales_O	no
Xiphocephalus_G	yes
Xiphosura_O	no
Zea_G	yes
Zoopagales_O	no
Zoopagomycetes_C	no
Zoopagomycota.U.genus_ON	yes
Zoopagomycota_P	no
Zoopagomycota_XX.U.genus_ON	yes
Zoopagomycotina_sP	no
Zymoseptoria_G	yes
asterids_Cl	no
cellular_organisms_R	no
commelinids_Cl	no
core_chlorophytes_Cl	no
dothideomyceta_Cl	no
eudicotyledons_Cl	no
fabids_Cl	no
lamiids_Cl	no
leotiomyceta_Cl	no
malvids_Cl	no
millettioid_clade_Cl	no
rosids_Cl	no
saccharomyceta_Cl	no
sordariomyceta_Cl	no
