taxon_name,level,novelty_factor,taxid,lineage,lineage_taxids
Aliihoeflea,genus,1.25,610116,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Aliihoeflea,131567;2;3379134;1224;28211;356;69277;610116
Brevirhabdus,genus,0.5,1855413,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Brevirhabdus,131567;2;3379134;1224;28211;204455;31989;1855413
Fontimonas,genus,3.0,1434005,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Nevskiales;Nevskiaceae;Fontimonas,131567;2;3379134;1224;1236;1775403;568386;1434005
Anaerophaga,genus,7.0,177399,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Marinilabiliales;Marinilabiliaceae;Anaerophaga,131567;2;3379134;1783270;68336;976;200643;1970189;558415;177399
Egicoccus,genus,1.0,1755825,cellular organisms;Bacteria;Bacillati;Actinomycetota;Nitriliruptoria;Egicoccales;Egicoccaceae;Egicoccus,131567;2;1783272;201174;908620;1755823;1755824;1755825
Celerinatantimonas,genus,0.8,412033,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Gammaproteobacteria incertae sedis;Celerinatantimonadaceae;Celerinatantimonas,131567;2;3379134;1224;1236;118884;412032;412033
Yeosuana,genus,1.0,288018,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Yeosuana,131567;2;3379134;1783270;68336;976;117743;200644;49546;288018
Raineyella,genus,0.667,1911549,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Raineyella,131567;2;1783272;201174;1760;85009;31957;1911549
Acidomonas,genus,1.0,34000,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acidomonas,131567;2;3379134;1224;28211;3120395;433;34000
Tindallia,genus,2.25,69894,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Tindalliaceae;Tindallia,131567;2;1783272;1239;186801;3082720;3118658;69894
Cryomorpha,genus,17.0,246876,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Cryomorpha,131567;2;3379134;1783270;68336;976;117743;200644;246874;246876
Falsochrobactrum,genus,0.667,1649292,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Brucellaceae;Falsochrobactrum,131567;2;3379134;1224;28211;356;118882;1649292
Allokutzneria,genus,0.8,1137960,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Allokutzneria,131567;2;1783272;201174;1760;85010;2070;1137960
Cerasicoccus,genus,12.75,468938,cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Opitutia;Puniceicoccales;Cerasicoccaceae;Cerasicoccus,131567;2;3379134;1783257;74201;414999;415001;3056374;468938
Flaviaesturariibacter,genus,3.5,1789690,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Flaviaestuariibacter,131567;2;3379134;1783270;68336;976;1853228;1853229;563835;1789690
Actimicrobium,genus,0.5,1051898,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Actimicrobium,131567;2;3379134;1224;28216;80840;75682;1051898
Myceligenerans,genus,1.6,253183,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Promicromonosporaceae;Myceligenerans,131567;2;1783272;201174;1760;85006;85017;253183
Vulcaniibacterium,genus,2.667,1649512,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Vulcaniibacterium,131567;2;3379134;1224;1236;135614;32033;1649512
Microvirgula,genus,0.5,57479,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Neisseriales;Aquaspirillaceae;Microvirgula,131567;2;3379134;1224;28216;206351;2897176;57479
Labedella,genus,0.2,390250,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Labedella,131567;2;1783272;201174;1760;85006;85023;390250
Leptonema,genus,4.5,177878,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Malpighiales;Phyllanthaceae;Antidesmatoideae;Antidesmateae;Leptonematinae;Leptonema,131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3646;233880;1583293;235597;1583298;177878
Desulfatirhabdium,genus,13.0,497742,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobacteria;Desulfobacterales;Desulfatirhabdiaceae;Desulfatirhabdium,131567;2;3379134;200940;3024418;213118;3031625;497742
Planifilum,genus,5.0,332100,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Thermoactinomycetaceae;Planifilum,131567;2;1783272;1239;91061;1385;186824;332100
Thermobispora,genus,7.5,147067,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Streptosporangiales;Streptosporangiaceae;Thermobispora,131567;2;1783272;201174;1760;85012;2004;147067
Couchioplanes,genus,2.0,56433,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Couchioplanes,131567;2;1783272;201174;1760;85008;28056;56433
Dactylococcopsis,genus,13.0,13034,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Nodosilineales;Cymatolegaceae;Dactylococcopsis,131567;2;1783272;1798711;1117;3028117;3039985;3079746;13034
Anabaenopsis,genus,0.4,110103,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Nostocales;Nodulariaceae;Anabaenopsis,131567;2;1783272;1798711;1117;3028117;1161;3079761;110103
Thermobaculum,genus,7.5,262406,cellular organisms;Bacteria;Bacillati;Chloroflexota;Chloroflexia;Candidatus Thermobaculales;Candidatus Thermobaculaceae;Thermobaculum,131567;2;1783272;200795;32061;3399777;3399778;262406
Neokomagataea,genus,0.25,1223423,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Neokomagataea,131567;2;3379134;1224;28211;3120395;433;1223423
Malonomonas,genus,4.0,57039,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfuromonadia;Desulfuromonadales;Geopsychrobacteraceae;Malonomonas,131567;2;3379134;200940;3031651;69541;3031659;57039
Thiorhodococcus,genus,0.6,57488,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiorhodococcus,131567;2;3379134;1224;1236;135613;1046;57488
Desulfonauticus,genus,0.75,206664,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfonauticaceae;Desulfonauticus,131567;2;3379134;200940;3031449;213115;2956789;206664
Arhodomonas,genus,1.25,2368,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Arhodomonas,131567;2;3379134;1224;1236;135613;72276;2368
Angustibacter,genus,2.75,908626,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kineosporiales;Kineosporiaceae;Angustibacter,131567;2;1783272;201174;1760;622452;83778;908626
Thermopolyspora,genus,3.667,359169,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Streptosporangiales;Streptosporangiaceae;Thermopolyspora,131567;2;1783272;201174;1760;85012;2004;359169
Methylacidimicrobium,genus,0.4,1541670,cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiota incertae sedis;Methylacidimicrobium,131567;2;3379134;1783257;74201;326457;1541670
Effusibacillus,genus,3.25,1502725,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Alicyclobacillaceae;Effusibacillus,131567;2;1783272;1239;91061;1385;186823;1502725
Cuneatibacter,genus,0.25,1918450,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Cuneatibacter,131567;2;1783272;1239;186801;3085636;186803;1918450
Leeia,genus,3.25,650341,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Neisseriales;Leeiaceae;Leeia,131567;2;3379134;1224;28216;206351;2897178;650341
Salirhabdus,genus,1.0,394505,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Salirhabdus,131567;2;1783272;1239;91061;1385;186817;394505
Virgisporangium,genus,1.667,65504,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Virgisporangium,131567;2;1783272;201174;1760;85008;28056;65504
Canibacter,genus,0.333,1648503,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Canibacter,131567;2;1783272;201174;1760;85006;85023;1648503
Hanstruepera,genus,0.5,1707752,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Hanstruepera,131567;2;3379134;1783270;68336;976;117743;200644;49546;1707752
Gloeotrichia,genus,2.0,92939,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Nostocales;Gloeotrichiaceae;Gloeotrichia,131567;2;1783272;1798711;1117;3028117;1161;1892265;92939
Acidothermus,genus,76.5,28048,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Acidothermales;Acidothermaceae;Acidothermus,131567;2;1783272;201174;1760;1643683;85032;28048
Albimonas,genus,3.25,663242,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Albimonas,131567;2;3379134;1224;28211;204455;31989;663242
Planktosalinus,genus,4.0,1810932,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Planktosalinus,131567;2;3379134;1783270;68336;976;117743;200644;49546;1810932
Aliterella,genus,2.75,1827277,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Chroococcidiopsidales;Aliterellaceae;Aliterella,131567;2;1783272;1798711;1117;3028117;1890505;2917811;1827277
Tistlia,genus,10.5,1321364,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodovibrionaceae;Tistlia,131567;2;3379134;1224;28211;204441;2844403;1321364
Cruoricaptor,genus,1.0,1433995,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Cruoricaptor,131567;2;3379134;1783270;68336;976;117743;200644;2762318;1433995
Citreicella,genus,0.25,282682,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Citreicella,131567;2;3379134;1224;28211;204455;2854170;282682
Entomoplasma,genus,2.0,46238,cellular organisms;Bacteria;Bacillati;Mycoplasmatota;Mollicutes;Entomoplasmatales;Entomoplasmataceae;Entomoplasma,131567;2;1783272;544448;31969;186328;33925;46238
Marixanthomonas,genus,2.0,387658,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Marixanthomonas,131567;2;3379134;1783270;68336;976;117743;200644;49546;387658
Desulfoluna,genus,0.75,497721,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobacteria;Desulfobacterales;Desulfolunaceae;Desulfoluna,131567;2;3379134;200940;3024418;213118;3031622;497721
Kandeliimicrobium,genus,0.2,2047745,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Oceaniglobus,131567;2;3379134;1224;28211;204455;31989;2047745
Yinghuangia,genus,0.2,2805681,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Yinghuangia,131567;2;1783272;201174;1760;85011;2062;2805681
Thalassobium,genus,0.5,633130,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Thalassobium,131567;2;3379134;1224;28211;204455;31989;633130
Stella,genus,2.5,93,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Stellaceae;Stella,131567;2;3379134;1224;28211;204441;2844601;93
Pyrinomonas,genus,1.0,1562565,cellular organisms;Bacteria;Pseudomonadati;Acidobacteriota;Blastocatellia;Blastocatellales;Pyrinomonadaceae;Pyrinomonas,131567;2;3379134;57723;1562566;1748771;2048906;1562565
Minicystis,genus,8.0,1649470,cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Minicystis,131567;2;3379134;2818505;3031711;3031712;49;1649470
Sulfuriflexus,genus,1.0,1860077,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Granulosicoccaceae;Sulfuriflexus,131567;2;3379134;1224;1236;135613;449719;1860077
Balneatrix,genus,1.0,75683,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Balneatrichaceae;Balneatrix,131567;2;3379134;1224;1236;135619;2301193;75683
Haloimpatiens,genus,1.25,1755832,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Haloimpatiens,131567;2;1783272;1239;186801;186802;31979;1755832
Persicobacter,genus,0.4,59740,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Persicobacteraceae;Persicobacter,131567;2;3379134;1783270;68336;976;768503;768507;1853234;59740
Garciella,genus,2.0,218204,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Eubacteriaceae;Garciella,131567;2;1783272;1239;186801;186802;186806;218204
Limnochorda,genus,3.5,1676651,cellular organisms;Bacteria;Bacillati;Bacillota;Limnochordia;Limnochordales;Limnochordaceae;Limnochorda,131567;2;1783272;1239;1676648;1676649;1676650;1676651
Muribacter,genus,2.0,1857532,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Muribacter,131567;2;3379134;1224;1236;135625;712;1857532
Amylolactobacillus,genus,1.0,2767876,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Amylolactobacillus,131567;2;1783272;1239;91061;186826;33958;2767876
Limisphaera,genus,6.0,1775685,cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Limisphaerales;Limisphaeraceae;Limisphaera,131567;2;3379134;1783257;74201;203494;134621;3050005;1775685
Shimwellia,genus,4.5,1335483,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shimwellia,131567;2;3379134;1224;1236;91347;543;1335483
Pleomorphochaeta,genus,1.5,1920504,cellular organisms;Bacteria;Pseudomonadati;Spirochaetota;Spirochaetia;Spirochaetales;Sphaerochaetaceae;Pleomorphochaeta,131567;2;3379134;203691;203692;136;2791015;1920504
Sphaerobacter,genus,6.0,2056,cellular organisms;Bacteria;Pseudomonadati;Thermomicrobiota;Thermomicrobia;Sphaerobacterales;Sphaerobacterineae;Sphaerobacteraceae;Sphaerobacter,131567;2;3379134;3027942;189775;85001;255728;85002;2056
Desmonostoc,genus,5.333,1340414,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Nostocales;Nostocaceae;Desmonostoc,131567;2;1783272;1798711;1117;3028117;1161;1162;1340414
Renibacterium,genus,0.5,1645,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Renibacterium,131567;2;1783272;201174;1760;85006;1268;1645
Jonesia,genus,2.0,43673,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Jonesiaceae;Jonesia,131567;2;1783272;201174;1760;85006;85022;43673
Alkanindiges,genus,5.75,222991,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Alkanindiges,131567;2;3379134;1224;1236;2887326;468;222991
Aetokthonos,genus,1.0,1550243,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Nostocales;Hapalosiphonaceae;Aetokthonos,131567;2;1783272;1798711;1117;3028117;1161;1892263;1550243
Aphanocapsa,genus,0.667,1119,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Chroococcales;Microcystaceae;Aphanocapsa,131567;2;1783272;1798711;1117;3028117;1301283;1118;1890449;1119
Halopelagius,genus,0.667,1008195,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Haloferacaceae;Halopelagius,131567;2157;3366610;28890;2290931;183963;2235;1644056;1008195
Hwangdonia,genus,0.667,1649460,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Hwangdonia,131567;2;3379134;1783270;68336;976;117743;200644;49546;1649460
Ferribacterium,genus,15.0,88875,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Azonexaceae;Ferribacterium,131567;2;3379134;1224;28216;206389;2008795;88875
Zooshikella,genus,0.5,202771,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Zooshikellaceae;Zooshikella,131567;2;3379134;1224;1236;135619;2898533;202771
Halovibrio,genus,0.75,576341,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halovibrio,131567;2;3379134;1224;1236;135619;28256;576341
Extensimonas,genus,1.0,1434001,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Extensimonas,131567;2;3379134;1224;28216;80840;80864;1434001
Salinirussus,genus,1.5,2036001,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Haloarculaceae;Salinirussus,131567;2157;3366610;28890;2290931;183963;2235;1963268;2036001
Cribrihabitans,genus,1.5,1604279,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Cribrihabitans,131567;2;3379134;1224;28211;204455;31989;1604279
Glaciibacter,genus,0.333,501022,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Glaciibacter,131567;2;1783272;201174;1760;85006;85023;501022
Fluviicoccus,genus,0.5,1742986,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Fluviicoccus,131567;2;3379134;1224;1236;2887326;468;1742986
Cyanothece,genus,2.75,43988,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Gomontiellales;Cyanothecaceae;Cyanothece,131567;2;1783272;1798711;1117;3028117;3079757;1892249;43988
Cucumibacter,genus,2.5,1121251,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Devosiaceae;Cucumibacter,131567;2;3379134;1224;28211;356;2831106;1121251
Atopococcus,genus,2.667,269773,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Atopococcus,131567;2;1783272;1239;91061;186826;186828;269773
Dichotomicrobium,genus,10.0,204474,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Dichotomicrobium,131567;2;3379134;1224;28211;356;45401;204474
