node,rank,num_genera,total_priority_score,avg_priority_score,total_otu,path,top_genera,all_genera
Catalimonadaceae,family,2,6.37,3.19,22,Bacteroidota > Cytophagia > Cytophagales,"Tunicatimonas(4.1), Catalinimonas(2.3)",Tunicatimonas;Catalinimonas
Roseiarcaceae,family,1,6.32,6.32,58,Pseudomonadota > Alphaproteobacteria > Hyphomicrobiales,Roseiarcus(6.3),Roseiarcus
Salinarimonadaceae,family,2,6.25,3.12,24,Pseudomonadota > Alphaproteobacteria > Hyphomicrobiales,"Salinivirga(4.1), Salinarimonas(2.2)",Salinivirga;Salinarimonas
Crenotrichaceae,family,1,6.22,6.22,65,Pseudomonadota > Gammaproteobacteria > Methylococcales,Crenothrix(6.2),Crenothrix
Merismopediaceae,family,2,6.22,3.11,44,Cyanobacteriota > Cyanophyceae > Synechococcales,"Synechocystis(3.4), Merismopedia(2.8)",Synechocystis;Merismopedia
Idiomarinaceae,family,2,6.05,3.03,97,Pseudomonadota > Gammaproteobacteria > Alteromonadales,"Idiomarina(3.2), Aliidiomarina(2.9)",Idiomarina;Aliidiomarina
Sporanaerobacteraceae,family,2,6.01,3.0,23,Bacillota > Tissierellia > Tissierellales,"Sporanaerobacter(3.1), Anaerosalibacter(2.9)",Sporanaerobacter;Anaerosalibacter
Deltaproteobacteria,class,2,6.01,3.01,16,root > Bacteria > delta/epsilon subdivisions,"Dissulfurimicrobium(3.8), Bradymonas(2.2)",Dissulfurimicrobium;Bradymonas
Thermoflexaceae,family,1,6.0,6.0,74,Chloroflexota > Thermoflexia > Thermoflexales,Thermoflexus(6.0),Thermoflexus
Desulfurellales,order,2,5.97,2.99,27,Pseudomonadati > Campylobacterota > Desulfurellia,"Hippea(3.3), Desulfurella(2.6)",Hippea;Desulfurella
Methylothermaceae,family,2,5.96,2.98,14,Pseudomonadota > Gammaproteobacteria > Methylococcales,"Methylomarinovum(3.4), Methylothermus(2.6)",Methylomarinovum;Methylothermus
Chthonomonadaceae,family,1,5.92,5.92,157,Armatimonadota > Chthonomonadia > Chthonomonadales,Chthonomonas(5.9),Chthonomonas
Deferrisomataceae,family,1,5.91,5.91,48,Thermodesulfobacteriota > Deferrisomatia > Deferrisomatales,Deferrisoma(5.9),Deferrisoma
Thermincolaceae,family,1,5.91,5.91,48,Bacillota > Clostridia > Eubacteriales,Thermincola(5.9),Thermincola
Coprothermobacteraceae,family,1,5.9,5.9,56,Coprothermobacterota > Coprothermobacteria > Coprothermobacterales,Coprothermobacter(5.9),Coprothermobacter
Atopobiaceae,family,2,5.88,2.94,99,Actinomycetota > Coriobacteriia > Coriobacteriales,"Atopobium(3.0), Olsenella(2.9)",Atopobium;Olsenella
Reyranellaceae,family,1,5.86,5.86,76,Pseudomonadota > Alphaproteobacteria > Hyphomicrobiales,Reyranella(5.9),Reyranella
Legionellaceae,family,1,5.86,5.86,405,Pseudomonadota > Gammaproteobacteria > Legionellales,Legionella(5.9),Legionella
Desulfurisporaceae,family,1,5.82,5.82,37,Bacillota > Clostridia > Eubacteriales,Desulfurispora(5.8),Desulfurispora
Acetonemataceae,family,2,5.82,2.91,18,Bacillota > Negativicutes > Negativicutes incertae sedis,"Anaerosporomusa(4.1), Acetonema(1.7)",Anaerosporomusa;Acetonema
Mariprofundaceae,family,1,5.78,5.78,111,Pseudomonadota > Candidatius Mariprofundia > Mariprofundales,Mariprofundus(5.8),Mariprofundus
Enterococcaceae,family,2,5.77,2.89,10,Bacillota > Bacilli > Lactobacillales,"Catellicoccus(2.9), Pilibacter(2.9)",Catellicoccus;Pilibacter
Ichthyobacteriaceae,family,1,5.75,5.75,25,Bacteroidota > Flavobacteriia > Flavobacteriales,Ichthyobacterium(5.8),Ichthyobacterium
Cerasicoccaceae,family,1,5.7,5.7,51,Verrucomicrobiota > Opitutia > Puniceicoccales,Cerasicoccus(5.7),Cerasicoccus
Tepidisphaeraceae,family,1,5.67,5.67,24,Planctomycetota > Phycisphaerae > Tepidisphaerales,Tepidisphaera(5.7),Tepidisphaera
Gemellaceae,family,1,5.66,5.66,151,Bacillota > Bacilli > Bacillales,Gemella(5.7),Gemella
Cryomorphaceae,family,1,5.65,5.65,34,Bacteroidota > Flavobacteriia > Flavobacteriales,Cryomorpha(5.6),Cryomorpha
Rhodocytophagaceae,family,1,5.65,5.65,34,Bacteroidota > Cytophagia > Cytophagales,Rhodocytophaga(5.6),Rhodocytophaga
Leptospiraceae,family,1,5.63,5.63,42,Spirochaetota > Spirochaetia > Leptospirales,Turneriella(5.6),Turneriella
Chromobacteriaceae,family,2,5.63,2.81,38,Pseudomonadota > Betaproteobacteria > Neisseriales,"Paludibacterium(3.1), Vogesella(2.5)",Paludibacterium;Vogesella
Thermoanaerobaculaceae,family,1,5.63,5.63,42,Acidobacteriota > Thermoanaerobaculia > Thermoanaerobaculales,Thermoanaerobaculum(5.6),Thermoanaerobaculum
Lawsonellaceae,family,1,5.63,5.63,42,Actinomycetota > Actinomycetes > Mycobacteriales,Lawsonella(5.6),Lawsonella
Chitinibacteraceae,family,2,5.62,2.81,31,Pseudomonadota > Betaproteobacteria > Neisseriales,"Chitinimonas(3.1), Formivibrio(2.5)",Chitinimonas;Formivibrio
Aquaspirillaceae,family,2,5.56,2.78,17,Pseudomonadota > Betaproteobacteria > Neisseriales,"Aquaspirillum(3.0), Rivicola(2.6)",Aquaspirillum;Rivicola
Actinospicaceae,family,1,5.52,5.52,53,Actinomycetota > Actinomycetes > Catenulisporales,Actinospica(5.5),Actinospica
Thermotaleaceae,family,3,5.51,1.84,10,Bacillota > Clostridia > Peptostreptococcales,"Geosporobacter(2.1), Marinisporobacter(1.7), Thermotalea(1.7)",Geosporobacter;Marinisporobacter;Thermotalea
Fibrobacterota,phylum,2,5.47,2.73,98,Bacteria > Pseudomonadati > FCB group,"Fibrobacter(3.8), Chitinivibrio(1.7)",Fibrobacter;Chitinivibrio
Acutalibacteraceae,family,1,5.42,5.42,76,Bacillota > Clostridia > Eubacteriales,Caproiciproducens(5.4),Caproiciproducens
Ilumatobacteraceae,family,1,5.4,5.4,66,Actinomycetota > Acidimicrobiia > Acidimicrobiales,Ilumatobacter(5.4),Ilumatobacter
Vulgatibacteraceae,family,1,5.39,5.39,30,Myxococcia > Myxococcales > Cystobacterineae,Vulgatibacter(5.4),Vulgatibacter
Desulfallaceae,family,2,5.38,2.69,14,Bacillota > Clostridia > Eubacteriales,"Desulfallas(3.2), Sporotomaculum(2.2)",Desulfallas;Sporotomaculum
Steroidobacteraceae,family,1,5.37,5.37,60,Pseudomonadota > Gammaproteobacteria > Steroidobacterales,Steroidobacter(5.4),Steroidobacter
Acidaminobacteraceae,family,1,5.35,5.35,43,Bacillota > Clostridia > Peptostreptococcales,Acidaminobacter(5.3),Acidaminobacter
Turicibacteraceae,family,1,5.35,5.35,98,Bacillota > Erysipelotrichia > Erysipelotrichales,Turicibacter(5.3),Turicibacter
Coprobacillaceae,family,1,5.27,5.27,87,Bacillota > Erysipelotrichia > Erysipelotrichales,Catenibacterium(5.3),Catenibacterium
Calditrichaceae,family,1,5.25,5.25,41,Calditrichota > Calditrichia > Calditrichales,Caldithrix(5.3),Caldithrix
Smithellaceae,family,1,5.23,5.23,89,Thermodesulfobacteriota > Syntrophia > Syntrophales,Smithella(5.2),Smithella
Cesiribacteraceae,family,2,5.2,2.6,11,Bacteroidota > Cytophagia > Cytophagales,"Nafulsella(2.9), Cesiribacter(2.3)",Nafulsella;Cesiribacter
Haloplasmataceae,family,1,5.2,5.2,34,Mycoplasmatota > Mollicutes > Haloplasmatales,Haloplasma(5.2),Haloplasma
Peptoclostridiaceae,family,1,5.16,5.16,54,Bacillota > Clostridia > Peptostreptococcales,Peptoclostridium(5.2),Peptoclostridium
Desulfatirhabdiaceae,family,1,5.11,5.11,26,Thermodesulfobacteriota > Desulfobacteria > Desulfobacterales,Desulfatirhabdium(5.1),Desulfatirhabdium
